"","Station","LAT","ELEV","Date","SWE_man","SWE_aut","TAVG","TMIN","TMAX","PRCP","CHILI"
"42","RME",43.06,2060,1988-11-11,NA,31.5,-2.58333435058591,-4.0000061035156,-1.5000061035156,0.600000000122236,122
"43","RME",43.06,2060,1988-11-12,NA,40.8333333333333,-0.537499491373675,-3.10001220703123,1.30001220703127,24.8000005507492,122
"44","RME",43.06,2060,1988-11-13,NA,55.125,-1.08333435058591,-3.60001220703123,2.10000000000002,16.2999997686711,122
"45","RME",43.06,2060,1988-11-14,NA,61.4583333333333,-4.96666564941404,-8.19998779296873,-2.79999389648435,1.60000000469154,122
"46","RME",43.06,2060,1988-11-15,NA,60.5833333333333,-4.94583231608071,-7.69998779296873,-2.69998779296873,2.30000002557063,122
"47","RME",43.06,2060,1988-11-16,NA,63.25,-3.31666666666664,-5.60001220703123,-2.5000061035156,19.600000178616,122
"48","RME",43.06,2060,1988-11-17,NA,88.6666666666667,-4.34166692097979,-6.39999999999998,-2.69998779296873,24.5000002527377,122
"49","RME",43.06,2060,1988-11-18,NA,92.25,-6.32500050862628,-8.29999389648435,-3.29999389648435,0,122
"50","RME",43.06,2060,1988-11-19,NA,90.0416666666667,-5.23749771118162,-8.29999389648435,-2.5000061035156,0,122
"51","RME",43.06,2060,1988-11-20,NA,91.7916666666667,-3.4541674296061,-6.19998779296873,-1.10001220703123,7.09999987593619,122
"52","RME",43.06,2060,1988-11-21,NA,96.75,-2.23749898274737,-4.69998779296873,1.10000000000002,15.8999999606749,122
"53","RME",43.06,2060,1988-11-22,NA,117.791666666667,0.887502288818382,-1.19998779296873,3.60000000000002,19.1000002319925,122
"54","RME",43.06,2060,1988-11-23,NA,135.708333333333,-3.23333333333331,-7.39999999999998,3.39998779296877,23.6999999033287,122
"55","RME",43.06,2060,1988-11-24,NA,140.583333333333,-7.57916488647459,-8.79999389648435,-5.5000061035156,7.80000005397596,122
"56","RME",43.06,2060,1988-11-25,NA,155.875,-5.84166692097979,-8.0000061035156,-3.29999389648435,13.3000002591871,122
"57","RME",43.06,2060,1988-11-26,NA,170.708333333333,-7.68333409627276,-13.0000061035156,-5.29999389648435,19.1000002319925,122
"58","RME",43.06,2060,1988-11-27,NA,171.333333333333,-5.13333485921222,-12.1000122070312,0.100000000000023,3.8000000291504,122
"59","RME",43.06,2060,1988-11-28,231,190.75,-4.1708307902018,-7.10001220703123,-0.500006103515602,26.3000006787479,122
"60","RME",43.06,2060,1988-11-29,NA,191.375,-4.57916870117185,-5.89999999999998,-2.5000061035156,0,122
"61","RME",43.06,2060,1988-11-30,NA,190.166666666667,-1.54166768391925,-4.69998779296873,5.30001220703127,0,122
"62","RME",43.06,2060,1988-12-01,NA,188.75,0.15833180745445,-3.69998779296873,6.60000000000002,0,122
"63","RME",43.06,2060,1988-12-02,NA,186.833333333333,1.95416666666669,-1.5000061035156,6.4999938964844,0,122
"64","RME",43.06,2060,1988-12-03,NA,185.166666666667,1.33750050862632,-1.10001220703123,5.60000000000002,0,122
"65","RME",43.06,2060,1988-12-04,NA,184.333333333333,0.950002288818382,-1.10001220703123,3.80001220703127,0,122
"66","RME",43.06,2060,1988-12-05,NA,183.708333333333,-0.60000076293943,-2.60001220703123,2.89998779296877,0,122
"67","RME",43.06,2060,1988-12-06,NA,183.083333333333,0.591668701171898,-0.899999999999977,2.9999938964844,0,122
"68","RME",43.06,2060,1988-12-07,NA,185.083333333333,-2.05833791097003,-3.29999389648435,-1.0000061035156,3.29999996465631,122
"69","RME",43.06,2060,1988-12-08,NA,185.041666666667,-3.81666412353513,-7.79999389648435,-1.19998779296873,0,122
"70","RME",43.06,2060,1988-12-09,NA,185.583333333333,0.412501271565778,-1.89999999999998,2.4999938964844,2.40000000376313,122
"71","RME",43.06,2060,1988-12-10,NA,184.833333333333,-0.587503814697243,-1.89999999999998,0.700006103515648,0.300000003335299,122
"72","RME",43.06,2060,1988-12-11,NA,184.166666666667,0.466666158040387,-2.10001220703123,2.70000610351565,0.600000006670598,122
"73","RME",43.06,2060,1988-12-12,226,182.875,4.19166590372724,1.60000000000002,5.70000610351565,0,122
"74","RME",43.06,2060,1988-12-13,NA,180.916666666667,1.33333231608075,-4.19998779296873,4.60000000000002,0.49999999901047,122
"75","RME",43.06,2060,1988-12-14,NA,184.333333333333,-8.91250076293943,-10.6000122070312,-5.60001220703123,2.50000004743924,122
"76","RME",43.06,2060,1988-12-15,NA,188.166666666667,-10.5374994913737,-14.6000122070312,-5.89999999999998,0,122
"77","RME",43.06,2060,1988-12-16,NA,188.291666666667,-5.64166488647459,-8.69998779296873,-2.29999389648435,0,122
"78","RME",43.06,2060,1988-12-17,NA,188.208333333333,-1.94583613077797,-4.89999999999998,1.60000000000002,0,122
"79","RME",43.06,2060,1988-12-18,NA,188.291666666667,0.537501271565778,-2.19998779296873,5.9999938964844,0,122
"80","RME",43.06,2060,1988-12-19,NA,196.833333333333,-4.28749694824216,-5.29999389648435,-2.5000061035156,9.60000004124595,122
"81","RME",43.06,2060,1988-12-20,NA,211.833333333333,-4.37499847412107,-6.0000061035156,-3.0000061035156,21.9999996683327,122
"82","RME",43.06,2060,1988-12-21,NA,241.166666666667,-7.22499949137368,-10.2999938964844,-3.0000061035156,23.8000001401815,122
"83","RME",43.06,2060,1988-12-22,NA,275.541666666667,-6.90000127156573,-8.69998779296873,-5.79999389648435,35.1000002396177,122
"84","RME",43.06,2060,1988-12-23,NA,296.5,-9.70833307902016,-11.1000122070312,-7.79999389648435,6.10000006126938,122
"85","RME",43.06,2060,1988-12-24,NA,300.791666666667,-9.96249745686847,-11.1999877929687,-7.19998779296873,7.09999988903292,122
"86","RME",43.06,2060,1988-12-25,NA,306.541666666667,-10.6958323160807,-14.2999938964844,-7.60001220703123,7.49999999170541,122
"87","RME",43.06,2060,1988-12-26,NA,309.833333333333,-15.1458299001058,-18.0000061035156,-10.1999877929687,0,122
"88","RME",43.06,2060,1988-12-27,NA,310.75,-14.2874988555908,-17.2000030517578,-9.5000061035156,0,122
"89","RME",43.06,2060,1988-12-28,NA,310.958333333333,-15.7999996185303,-18.9,-9.19998779296873,0,122
"90","RME",43.06,2060,1988-12-29,NA,315.916666666667,-10.2124987284342,-16.5000061035156,-5.5000061035156,27.4999999324791,122
"91","RME",43.06,2060,1988-12-30,NA,336.083333333333,-4.16666514078774,-5.29999389648435,-1.19998779296873,11.6000001289649,122
"92","RME",43.06,2060,1988-12-31,NA,340.708333333333,-7.18333282470701,-8.19998779296873,-5.19998779296873,0.500000012107193,122
"93","RME",43.06,2060,1989-01-01,NA,340.916666666667,-8.99166463216144,-12.2999938964844,-7.0000061035156,0,122
"94","RME",43.06,2060,1989-01-02,NA,342.666666666667,-5.32083485921222,-8.19998779296873,-3.10001220703123,4.40000008820789,122
"95","RME",43.06,2060,1989-01-03,366,344.458333333333,-1.5791674296061,-4.69998779296873,1.60000000000002,0.100000001111766,122
"96","RME",43.06,2060,1989-01-04,NA,344.958333333333,-1.72916386922198,-5.0000061035156,2.9999938964844,0.300000003335299,122
"97","RME",43.06,2060,1989-01-05,NA,355.791666666667,-3.84166437784828,-8.69998779296873,-2.0000061035156,27.9000004084082,122
"98","RME",43.06,2060,1989-01-06,NA,375.5,-11.8124984741211,-13.1999877929687,-9.39999999999998,2.59999997651903,122
"99","RME",43.06,2060,1989-01-07,NA,380,-11.8375012715657,-13.4,-9.29999389648435,4.20000000740401,122
"100","RME",43.06,2060,1989-01-08,NA,389,-10.070831044515,-13.1999877929687,-5.79999389648435,21.6000000567874,122
"101","RME",43.06,2060,1989-01-09,NA,454.916666666667,-2.66667022705076,-5.60001220703123,-1.39999999999998,37.9000000481028,122
"102","RME",43.06,2060,1989-01-10,NA,485.791666666667,-6.02499872843422,-9.5000061035156,-1.19998779296873,20.9999998667627,122
"103","RME",43.06,2060,1989-01-11,NA,491.958333333333,-9.10000203450519,-11.1000122070312,-7.10001220703123,0.400000004447065,122
"104","RME",43.06,2060,1989-01-12,NA,492.875,-7.63750178019203,-8.79999389648435,-5.5000061035156,0.599999993573874,122
"105","RME",43.06,2060,1989-01-13,NA,496.916666666667,-5.55416717529295,-9.79999389648435,-3.60001220703123,6.30000018791179,122
"106","RME",43.06,2060,1989-01-14,NA,504.083333333333,-11.5458320617676,-13.6000122070312,-10.1999877929687,0.60000001321896,122
"107","RME",43.06,2060,1989-01-15,NA,507.125,-7.85833333333331,-11.9,-5.19998779296873,9.70000000306754,122
"108","RME",43.06,2060,1989-01-16,NA,513.625,-3.98749898274737,-5.29999389648435,-0.600012207031227,0.799999995797407,122
"109","RME",43.06,2060,1989-01-17,566,512.75,-2.8166679382324,-4.39999999999998,-0.899999999999977,0,122
"110","RME",43.06,2060,1989-01-18,NA,510.166666666667,-0.770834350585915,-2.60001220703123,3.39998779296877,0,122
"111","RME",43.06,2060,1989-01-19,NA,499.25,-0.866665903727191,-3.69998779296873,3.89998779296877,0,122
"112","RME",43.06,2060,1989-01-20,NA,483.625,1.22083435058596,-0.600012207031227,4.89998779296877,0,122
"113","RME",43.06,2060,1989-01-21,NA,480.916666666667,0.958331044514997,-1.10001220703123,2.89998779296877,0,122
"114","RME",43.06,2060,1989-01-22,NA,490.125,-4.17499898274737,-10.1999877929687,0.100000000000023,19.5000001709559,122
"115","RME",43.06,2060,1989-01-23,NA,496.541666666667,-13.8875005086263,-20.5000061035156,-8.10001220703123,0.500000012107193,122
"116","RME",43.06,2060,1989-01-24,NA,501.916666666667,-13.8541683197021,-18.5999969482422,-4.79999389648435,0,122
"117","RME",43.06,2060,1989-01-25,NA,504,-10.1500012715657,-14.9,-5.39999999999998,0,122
"118","RME",43.06,2060,1989-01-26,NA,506.833333333333,-7.12916539510089,-11.6999877929687,-1.19998779296873,0,122
"119","RME",43.06,2060,1989-01-27,NA,508,-5.93333155314125,-11.4,-2.10001220703123,0,122
"120","RME",43.06,2060,1989-01-28,NA,509.166666666667,-4.17082951863604,-10.0000061035156,4.30001220703127,0,122
"121","RME",43.06,2060,1989-01-29,NA,506.375,0.737500762939476,-4.19998779296873,4.9999938964844,0,122
"122","RME",43.06,2060,1989-01-30,NA,504.375,3.15000050862632,0.999993896484398,9.10000000000002,0,122
"123","RME",43.06,2060,1989-01-31,564,498.25,1.48333129882815,-1.10001220703123,3.39998779296877,0,122
"124","RME",43.06,2060,1989-02-01,NA,495.083333333333,-8.79166641235349,-14.4,-0.799993896484352,6.10000003507594,122
"125","RME",43.06,2060,1989-02-02,NA,497.833333333333,-14.2958320617676,-16.6000122070312,-11.9,6.50000003297464,122
"126","RME",43.06,2060,1989-02-03,NA,502.041666666667,-15.1749970753987,-18.5999969482422,-8.89999999999998,1.50000001012813,122
"127","RME",43.06,2060,1989-02-04,NA,511.75,-20.0416664123535,-25.9,-12.1000122070312,1.6000000112399,122
"128","RME",43.06,2060,1989-02-05,NA,516.291666666667,-22.5499996185303,-26.7999938964844,-16.0000061035156,0,122
"129","RME",43.06,2060,1989-02-06,NA,516.541666666667,-18.5375020345052,-24.2000030517578,-8.89999999999998,0,122
"130","RME",43.06,2060,1989-02-07,NA,519.833333333333,-14.3249998728434,-18.2000030517578,-8.89999999999998,0,122
"131","RME",43.06,2060,1989-02-08,NA,519.5,-13.5750005086263,-16.4,-11.0000061035156,0,122
"132","RME",43.06,2060,1989-02-09,NA,514.625,-8.291668955485,-13.0000061035156,-2.5000061035156,0,122
"133","RME",43.06,2060,1989-02-10,NA,507.75,-2.84583002726235,-5.79999389648435,1.20000610351565,0.300000003335299,122
"134","RME",43.06,2060,1989-02-11,NA,502.375,-6.53333002726235,-10.4,-0.500006103515602,0,122
"135","RME",43.06,2060,1989-02-12,NA,498.833333333333,-7.79999898274737,-9.29999389648435,-5.5000061035156,1.09999999913271,122
"136","RME",43.06,2060,1989-02-13,612,500.791666666667,-10.1833290100097,-15.0000061035156,-6.89999999999998,0.500000005558832,122
"137","RME",43.06,2060,1989-02-14,NA,507.083333333333,-11.6124964396159,-15.9,-7.79999389648435,0,122
"138","RME",43.06,2060,1989-02-15,NA,510,-9.69583358764646,-15.9,-1.60001220703123,0,122
"139","RME",43.06,2060,1989-02-16,NA,510,-4.32499923706052,-7.79999389648435,-2.19998779296873,6.300000083138,122
"140","RME",43.06,2060,1989-02-17,NA,524.833333333333,-0.729166412353493,-2.19998779296873,0.300012207031273,20.0999998894986,122
"141","RME",43.06,2060,1989-02-18,NA,534.5,-0.149999999999977,-1.5000061035156,1.39998779296877,12.9999998694984,122
"142","RME",43.06,2060,1989-02-19,NA,549,-3.21249999999998,-6.0000061035156,-1.39999999999998,12.2999999271997,122
"143","RME",43.06,2060,1989-02-20,NA,557.416666666667,-3.19583485921222,-6.5000061035156,0.600000000000023,0,122
"144","RME",43.06,2060,1989-02-21,NA,563.5,-2.99999847412107,-8.39999999999998,1.10000000000002,0,122
"145","RME",43.06,2060,1989-02-22,NA,574.25,2.38749847412112,-1.69998779296873,5.60000000000002,9.50000009906944,122
"146","RME",43.06,2060,1989-02-23,NA,583.541666666667,-0.983333333333311,-8.0000061035156,5.10000000000002,0,122
"147","RME",43.06,2060,1989-02-24,NA,583,3.0958330790202,-0.399999999999977,7.70000610351565,0,122
"148","RME",43.06,2060,1989-02-25,NA,583.5,0.250000254313174,-5.89999999999998,5.30001220703127,0,122
"149","RME",43.06,2060,1989-02-26,NA,580.166666666667,-1.04166514078774,-6.10001220703123,1.70000610351565,0,122
"150","RME",43.06,2060,1989-02-27,NA,575.625,-4.94583485921222,-7.60001220703123,-2.5000061035156,0,122
"151","RME",43.06,2060,1989-02-28,686,572.625,-2.92083206176756,-5.19998779296873,1.60000000000002,0,122
"152","RME",43.06,2060,1989-03-01,NA,572,-0.845835113525368,-4.0000061035156,2.9999938964844,12.9000001237728,122
"153","RME",43.06,2060,1989-03-02,NA,612.125,-4.11666717529295,-13.9,-1.0000061035156,50.899999786634,122
"154","RME",43.06,2060,1989-03-03,NA,640.708333333333,-13.899994913737,-16.7999938964844,-9.19998779296873,0.400000004447065,122
"155","RME",43.06,2060,1989-03-04,NA,643.208333333333,-7.06249974568683,-16.4,-1.39999999999998,0,122
"156","RME",43.06,2060,1989-03-05,NA,645.333333333333,-0.154164377848285,-3.79999389648435,2.39998779296877,16.4999997119594,122
"157","RME",43.06,2060,1989-03-06,NA,658.75,3.52916488647463,1.80001220703127,6.89998779296877,0,122
"158","RME",43.06,2060,1989-03-07,NA,654.708333333333,2.11250203450523,-6.10351560226263e-06,5.10000000000002,0,122
"159","RME",43.06,2060,1989-03-08,NA,659.75,3.60000000000002,2.30001220703127,5.30001220703127,5.50000000221189,122
"160","RME",43.06,2060,1989-03-09,NA,702.625,6.8791697184245,3.60000000000002,8.20000610351565,0.400000004447065,122
"161","RME",43.06,2060,1989-03-10,NA,683.875,5.74166641235354,1.20000610351565,8.9999938964844,0,122
"162","RME",43.06,2060,1989-03-11,NA,665.083333333333,6.15416615804039,2.89998779296877,9.4999938964844,0,122
"163","RME",43.06,2060,1989-03-12,NA,650.583333333333,3.60000000000002,0.300012207031273,8.39998779296877,0,122
"164","RME",43.06,2060,1989-03-13,NA,650.458333333333,-3.16249949137368,-6.69998779296873,3.20000610351565,10.7000002040877,122
"165","RME",43.06,2060,1989-03-14,714,650.416666666667,-6.63333358764646,-9.19998779296873,-3.10001220703123,1.0000000045693,122
"166","RME",43.06,2060,1989-03-15,NA,643.416666666667,-0.0750017801920346,-6.0000061035156,6.30001220703127,1.00000002421439,122
"167","RME",43.06,2060,1989-03-16,NA,639.583333333333,0.308332061767601,-5.60001220703123,4.70000610351565,10.6000001047505,122
"168","RME",43.06,2060,1989-03-17,NA,651.25,-3.64583435058591,-6.0000061035156,-0.299993896484352,7.20000005385373,122
"169","RME",43.06,2060,1989-03-18,NA,651.291666666667,0.766665395100934,-1.60001220703123,3.9999938964844,4.20000007943599,122
"170","RME",43.06,2060,1989-03-19,NA,668.458333333333,-3.18749974568683,-6.89999999999998,0.200006103515648,12.8000001815963,122
"171","RME",43.06,2060,1989-03-20,NA,695.583333333333,-3.30000279744464,-11.1000122070312,2.80001220703127,0,122
"172","RME",43.06,2060,1989-03-21,NA,718.5,1.03333435058596,-1.0000061035156,2.70000610351565,9.20000004007306,122
"173","RME",43.06,2060,1989-03-22,NA,736.208333333333,0.820832824707054,-2.10001220703123,4.70000610351565,0,122
"174","RME",43.06,2060,1989-03-23,NA,744,1.49166768391929,-3.0000061035156,5.80001220703127,0,122
"175","RME",43.06,2060,1989-03-24,NA,751.208333333333,1.86666895548505,-0.100012207031227,4.60000000000002,7.90000007636991,122
"176","RME",43.06,2060,1989-03-25,NA,764.083333333333,1.06666463216148,-0.799993896484352,3.39998779296877,14.1999998402753,122
"177","RME",43.06,2060,1989-03-26,NA,773.583333333333,-0.21666819254555,-3.0000061035156,3.4999938964844,5.90000015727128,122
"178","RME",43.06,2060,1989-03-27,NA,776.458333333333,0.341666158040387,-2.5000061035156,4.60000000000002,1.10000000568107,122
"179","RME",43.06,2060,1989-03-28,NA,781.583333333333,1.1041681925456,-1.60001220703123,3.30001220703127,8.80000013712561,122
"180","RME",43.06,2060,1989-03-29,NA,784.25,-3.01249923706052,-6.39999999999998,-0.299993896484352,1.70000005164184,122
"181","RME",43.06,2060,1989-03-30,800,756.208333333333,-1.71249872843422,-8.69998779296873,4.10000000000002,0.699999975040555,122
"182","RME",43.06,2060,1989-03-31,NA,754.416666666667,-0.0916656494140398,-3.89999999999998,2.80001220703127,26.1000000740751,122
"183","RME",43.06,2060,1989-04-01,NA,754.5,-1.03749821980792,-4.29999389648435,2.9999938964844,10.2000001134002,122
"184","RME",43.06,2060,1989-04-02,NA,759,-1.52083307902016,-4.19998779296873,0.600000000000023,4.30000006090268,122
"185","RME",43.06,2060,1989-04-03,NA,763.791666666667,-2.5958312988281,-5.0000061035156,1.60000000000002,4.20000006633927,122
"186","RME",43.06,2060,1989-04-04,NA,766.541666666667,-0.454167429606097,-7.10001220703123,5.9999938964844,0,122
"187","RME",43.06,2060,1989-04-05,NA,778.583333333333,7.21250050862632,3.30001220703127,12.8000122070313,0,122
"188","RME",43.06,2060,1989-04-06,NA,816.875,9.96249923706057,4.9999938964844,15.1,0,122
"189","RME",43.06,2060,1989-04-07,NA,816.583333333333,9.7166687011719,5.60000000000002,13.3000122070313,0,122
"190","RME",43.06,2060,1989-04-08,NA,805.5,5.36666386922203,1.39998779296877,10.3999877929688,0,122
"191","RME",43.06,2060,1989-04-09,NA,766.916666666667,2.39166793823244,-1.89999999999998,7.70000610351565,0,122
"192","RME",43.06,2060,1989-04-10,NA,737.166666666667,1.44583282470705,-4.29999389648435,10.8000122070313,0,122
"193","RME",43.06,2060,1989-04-11,NA,721,3.74999898274742,-1.60001220703123,9.4999938964844,0,122
"194","RME",43.06,2060,1989-04-12,NA,705.666666666667,5.21666615804039,-0.399999999999977,13.1,0,122
"195","RME",43.06,2060,1989-04-13,NA,693.291666666667,8.11250076293948,2.10000000000002,15.9999938964844,0,122
"196","RME",43.06,2060,1989-04-14,739,673.541666666667,10.408334350586,6.10000000000002,17.6,0,122
"197","RME",43.06,2060,1989-04-15,NA,648.541666666667,7.16250000000002,4.4999938964844,10.3999877929688,0.800000008894131,122
"198","RME",43.06,2060,1989-04-16,NA,622.583333333333,6.31250025431317,2.9999938964844,11.8000122070313,0,122
"199","RME",43.06,2060,1989-04-17,NA,591.791666666667,8.17083511352541,4.89998779296877,13.1,0.300000003335299,122
"200","RME",43.06,2060,1989-04-18,NA,561.875,10.9250007629395,5.4999938964844,18.3999877929688,0,122
"201","RME",43.06,2060,1989-04-19,NA,527.666666666667,12.9374989827474,8.20000610351565,18.7000061035156,0,122
"202","RME",43.06,2060,1989-04-20,NA,498.166666666667,11.7624984741211,6.89998779296877,16.7000061035156,0,122
"203","RME",43.06,2060,1989-04-21,NA,476.916666666667,7.89999796549481,1.89998779296877,12.1,0,122
"204","RME",43.06,2060,1989-04-22,NA,461.166666666667,0.637501017252627,-3.29999389648435,4.89998779296877,0.300000003335299,122
"205","RME",43.06,2060,1989-04-23,NA,452,-0.245834096272764,-5.29999389648435,3.9999938964844,2.60000002890592,122
"206","RME",43.06,2060,1989-04-24,NA,449.75,1.08749669392906,-2.10001220703123,7.10000000000002,9.50000001394073,122
"207","RME",43.06,2060,1989-04-25,NA,455.625,-0.683335367838519,-4.0000061035156,3.9999938964844,0.600000006670598,122
"208","RME",43.06,2060,1989-04-26,NA,452.25,-0.104166412353493,-3.39999999999998,3.9999938964844,0.899999990360811,122
"209","RME",43.06,2060,1989-04-27,NA,447.125,0.658336893717471,-3.89999999999998,5.20000610351565,0.500000012107193,122
"210","RME",43.06,2060,1989-04-28,NA,438.666666666667,1.33333485921226,-2.0000061035156,6.80001220703127,0.300000009883661,122
"211","RME",43.06,2060,1989-04-29,NA,421.625,3.52916615804039,-1.0000061035156,9.89998779296877,0,122
"212","RME",43.06,2060,1989-04-30,NA,402.708333333333,5.48750076293948,0.499993896484398,11.1,0,122
"213","RME",43.06,2060,1989-05-01,475,382.166666666667,7.33750050862632,3.30001220703127,11.4999938964844,0,122
"214","RME",43.06,2060,1989-05-02,NA,361.916666666667,5.17500076293948,0.100000000000023,9.4999938964844,0,122
"215","RME",43.06,2060,1989-05-03,NA,338.416666666667,5.87499771118166,2.10000000000002,10.1,3.39999999850988,122
"216","RME",43.06,2060,1989-05-04,NA,311.291666666667,7.62499643961591,2.70000610351565,13.7000061035156,0,122
"217","RME",43.06,2060,1989-05-05,NA,279.416666666667,11.3083346048991,4.70000610351565,18.3999877929688,0,122
"218","RME",43.06,2060,1989-05-06,NA,236.5,13.7625010172526,8.80001220703127,20.6,4.49999988632044,122
"219","RME",43.06,2060,1989-05-07,NA,181.375,13.6041694641114,8.30001220703127,18.9999938964844,0,122
"220","RME",43.06,2060,1989-05-08,NA,128.791666666667,11.0791653951009,6.10000000000002,17.6,0,122
"221","RME",43.06,2060,1989-05-09,NA,78.375,10.1833358764649,6.10000000000002,17.2000061035156,10.3000002258341,122
"222","RME",43.06,2060,1989-05-10,NA,42.4166666666667,5.03333435058596,2.30001220703127,7.4999938964844,0,122
"223","RME",43.06,2060,1989-05-11,NA,23.0833333333333,2.02916742960614,-2.5000061035156,7.30001220703127,0,122
"224","RME",43.06,2060,1989-05-12,NA,4.58333333333333,1.7916681925456,-3.69998779296873,8.39998779296877,0,122
"225","RME",43.06,2060,1989-05-13,NA,0,2.92500203450523,-2.19998779296873,7.10000000000002,0,122
"226","RME",43.06,2060,1989-05-14,NA,0,4.020831044515,-0.399999999999977,8.9999938964844,0.299999996786937,122
"227","RME",43.06,2060,1989-05-15,41,0,6.48333129882815,1.39998779296877,13.1,0,122
"228","RME",43.06,2060,1989-05-16,NA,0,7.22083180745445,1.80001220703127,11.8999877929688,0,122
"229","RME",43.06,2060,1989-05-17,NA,0,9.71250050862633,2.80001220703127,18.3999877929688,0,122
"230","RME",43.06,2060,1989-05-18,NA,0,0.649997965494814,-3.29999389648435,8.30001220703127,6.50000015739352,122
"231","RME",43.06,2060,1989-05-19,NA,0,1.65833562215172,-5.0000061035156,9.30001220703127,0,122
"232","RME",43.06,2060,1989-05-20,NA,0,7.86666641235354,-1.10001220703123,15.7000061035156,0,122
